consistent_change,latitude,longitude,year
1.0,-25.1811698,-50.41152237,2011
0.0,-25.1811698,-50.41152237,1989
0.0,-25.1811698,-50.41152237,1990
0.0,-25.1811698,-50.41152237,2001
0.0,-25.1811698,-50.41152237,2002
0.0,-25.1811698,-50.41152237,2008
0.0,-25.1811698,-50.41152237,2009
0.0,-25.1811698,-50.41152237,2010
1.0,-10.48509108,-63.58980758,1999
1.0,-30.08624075,-55.50389205,1990
1.0,-30.08624075,-55.50389205,1994
1.0,-11.42077628,-40.40276297,2010
1.0,-9.893011477,-65.14155741,1993
1.0,-9.893011477,-65.14155741,1995
1.0,-9.893011477,-65.14155741,2007
1.0,-7.02855353,-50.52147616,2002
1.0,-7.02855353,-50.52147616,2008
1.0,-11.31782935,-61.24493520000001,1987
0.0,-11.31782935,-61.24493520000001,1986
1.0,-6.6078724829999995,-40.15482795,1991
0.0,-6.6078724829999995,-40.15482795,1990
1.0,-4.355167245,-63.89218051,2002
1.0,-20.53077124,-46.13194835,2014
1.0,-20.84042052,-52.99840089,1986
1.0,-20.84042052,-52.99840089,1992
1.0,-20.84042052,-52.99840089,1996
0.0,-20.84042052,-52.99840089,1995
1.0,-14.76709055,-43.10579366,2003
1.0,-13.73654325,-42.99583986,1999
1.0,-10.06979992,-54.86653736,1992
0.0,-10.06979992,-54.86653736,1991
1.0,-21.11261005,-57.63478574,1988
1.0,-16.76242845,-44.64352976,1985
1.0,-15.63135968,-51.52345703,2007
1.0,-8.845755517999999,-63.52405091,2003
1.0,-4.43305118,-45.06852272,2001
1.0,-4.255454248,-50.16304836,2015
1.0,-10.1854131,-57.40948826,1992
1.0,-10.1854131,-57.40948826,1996
1.0,-10.1854131,-57.40948826,2002
1.0,-20.05457431,-47.53628464,1995
1.0,-13.07143061,-46.17264204,1987
1.0,-13.07143061,-46.17264204,1992
1.0,-13.07143061,-46.17264204,1999
1.0,-1.8591083959999999,-65.45929152,1989
0.0,-1.8591083959999999,-65.45929152,1988
1.0,-19.48108983,-52.68875161,1985
1.0,-19.48108983,-52.68875161,1993
0.0,-19.48108983,-52.68875161,1992
1.0,-2.80853782,-65.08631102,1988
1.0,-2.80853782,-65.08631102,1997
1.0,-2.80853782,-65.08631102,2006
1.0,-18.45054254,-40.83368481,1988
1.0,-10.51554397,-37.60487018,1992
1.0,-10.51554397,-37.60487018,1997
1.0,-10.51554397,-37.60487018,2013
1.0,-29.96793263,-51.02031063,1993
1.0,-29.96793263,-51.02031063,1995
1.0,-29.96793263,-51.02031063,2000
1.0,-29.96793263,-51.02031063,2011
0.0,-29.96793263,-51.02031063,1991
0.0,-29.96793263,-51.02031063,1992
0.0,-29.96793263,-51.02031063,2010
1.0,-9.172921945,-63.49683195,1989
1.0,-9.172921945,-63.49683195,1991
1.0,-5.562502987,-48.08982652,1988
1.0,-5.562502987,-48.08982652,1992
1.0,-5.562502987,-48.08982652,1995
1.0,-5.562502987,-48.08982652,1997
1.0,-10.67238982,-39.97534455,1987
1.0,-30.36947956,-54.73852743,2006
1.0,-3.344832045,-47.46486857,2010
1.0,-4.20910118,-55.11096894,1987
1.0,-4.20910118,-55.11096894,2004
1.0,-4.20910118,-55.11096894,2008
1.0,-20.62347738,-54.00604114,1994
1.0,-20.62347738,-54.00604114,2003
1.0,-1.332246482,-62.37438701,2002
1.0,-7.899021041,-46.95767976,1994
1.0,-7.899021041,-46.95767976,1997
1.0,-7.899021041,-46.95767976,2009
1.0,-29.81917161,-54.25397616,1999
0.0,-29.81917161,-54.25397616,1998
1.0,-2.833061827,-40.39872055,2002
1.0,-2.833061827,-40.39872055,2007
1.0,-6.493337284,-36.40265484,1993
1.0,-6.493337284,-36.40265484,2001
1.0,-6.493337284,-36.40265484,2007
1.0,-27.31179399,-50.10025612,2005
1.0,-7.782868874,-41.11422867,2015
1.0,1.861533848,-50.88044295,2012
1.0,-16.411816,-52.45941172,1990
1.0,-14.95385029,-56.18059295,2005
1.0,-0.120868321,-63.51973899,1990
1.0,-12.78145444,-56.66756967,1985
1.0,-12.78145444,-56.66756967,1989
1.0,-12.78145444,-56.66756967,1991
1.0,-12.78145444,-56.66756967,1997
1.0,-12.78145444,-56.66756967,2014
0.0,-12.78145444,-56.66756967,1996
0.0,-12.78145444,-56.66756967,2013
1.0,-30.03746223,-51.1213711,2000
1.0,-19.76001673,-53.98987147,2004
1.0,-16.74464181,-43.61352145,1988
1.0,-11.52534018,-48.77461226,1994
0.0,-11.52534018,-48.77461226,1993
1.0,-4.022071937,-50.71551226,1989
1.0,-4.022071937,-50.71551226,1993
1.0,-4.022071937,-50.71551226,2001
1.0,-4.022071937,-50.71551226,2004
1.0,-11.51833332,-43.97329673,1996
1.0,-9.044912017,-51.86975757,2006
1.0,-9.044912017,-51.86975757,2013
0.0,-9.044912017,-51.86975757,2002
0.0,-9.044912017,-51.86975757,2003
0.0,-9.044912017,-51.86975757,2004
0.0,-9.044912017,-51.86975757,2005
1.0,-19.38245481,-43.42406676,1996
1.0,-19.38245481,-43.42406676,2000
1.0,-19.38245481,-43.42406676,2011
0.0,-19.38245481,-43.42406676,2010
1.0,-21.2247198,-47.03286875,1988
1.0,-21.2247198,-47.03286875,1991
1.0,-21.2247198,-47.03286875,1993
1.0,-9.293925014,-50.65298952,1986
1.0,-2.23370587,-49.77389818,1993
1.0,-22.29380482,-43.7356025,1999
1.0,-20.82425084,-57.23539476,2007
1.0,-20.82425084,-57.23539476,2012
1.0,-10.19861834,-64.15305127,2012
1.0,-15.57611329,-58.76504603,1986
1.0,-26.95929508,-52.17725089,1998
1.0,-26.95929508,-52.17725089,2002
1.0,-5.782949557,-46.6173081,2010
1.0,-10.94161491,-48.33048518,1986
1.0,-10.94161491,-48.33048518,2014
1.0,-14.22405896,-45.98183987,2000
1.0,-1.82757753,-52.71462309,2006
1.0,-19.81391564,-42.84168896,1990
1.0,-19.81391564,-42.84168896,1992
1.0,-19.81391564,-42.84168896,2004
1.0,-29.25215501,-52.51169367,1988
1.0,-29.25215501,-52.51169367,1997
1.0,-2.578928433,-47.88474114,2015
1.0,-3.9967394460000003,-50.53468139,1992
1.0,-3.9967394460000003,-50.53468139,1995
1.0,-3.9967394460000003,-50.53468139,1999
0.0,-3.9967394460000003,-50.53468139,1991
1.0,-3.113066701,-49.658285,1999
1.0,-3.113066701,-49.658285,2001
1.0,-21.5979698,-41.6003969,2005
1.0,-18.0193512,-51.6541619,1990
1.0,-18.0193512,-51.6541619,1995
1.0,-18.0193512,-51.6541619,2003
1.0,-4.461617606,-38.38263155,1993
1.0,-4.461617606,-38.38263155,2006
1.0,-15.31928495,-51.63880071,1992
1.0,-15.31928495,-51.63880071,1994
1.0,-15.31928495,-51.63880071,2007
1.0,-15.31928495,-51.63880071,2009
1.0,-2.872138542,-59.18680505,2004
1.0,-21.52170283,-42.31024564,1996
1.0,-9.281258767999999,-49.80192562,1995
1.0,-9.281258767999999,-49.80192562,1999
1.0,-9.281258767999999,-49.80192562,2013
1.0,-9.528385303,-63.96790849,1987
1.0,-9.528385303,-63.96790849,1998
1.0,-8.720979526,-54.54907273,1999
1.0,-8.720979526,-54.54907273,2010
0.0,-8.720979526,-54.54907273,1998
1.0,-5.608047571,-37.30384473,1990
1.0,-26.77010988,-50.69422219,2003
1.0,-14.963552100000001,-40.93124185,1986
1.0,-14.963552100000001,-40.93124185,1988
1.0,-12.70788242,-57.99105758,1987
1.0,-9.691968516000001,-67.68262185,1986
1.0,-9.691968516000001,-67.68262185,1992
1.0,-28.21918226,-50.19700468,1991
1.0,-28.21918226,-50.19700468,1997
1.0,-28.21918226,-50.19700468,2014
1.0,-21.46214453,-43.49629131,1995
1.0,-21.46214453,-43.49629131,1999
1.0,-21.46214453,-43.49629131,2007
1.0,-21.46214453,-43.49629131,2014
1.0,-10.64193693,-57.3480435,1995
1.0,-10.64193693,-57.3480435,2009
1.0,-10.64193693,-57.3480435,2013
1.0,1.070297745,-59.93815596,1988
1.0,-6.367213818,-46.41976857,1995
0.0,-6.367213818,-46.41976857,1994
1.0,-22.86594182,-44.58451044,2003
1.0,-10.15900263,-67.07194712,2001
1.0,-10.15900263,-67.07194712,2010
1.0,-10.15900263,-67.07194712,2013
1.0,-16.07494777,-48.91798338,2009
1.0,-16.07494777,-48.91798338,2014
1.0,-1.633541428,-54.45744458,1997
1.0,-12.55561798,-49.28045359,2004
1.0,-10.33929451,-51.97944186,2004
1.0,-10.33929451,-51.97944186,2012
1.0,-10.33929451,-51.97944186,2014
1.0,-4.220958941,-38.24734527,2012
1.0,-8.733376276,-51.15290197,1992
1.0,-8.733376276,-51.15290197,1996
1.0,-8.733376276,-51.15290197,1998
1.0,-8.733376276,-51.15290197,2000
1.0,-8.733376276,-51.15290197,2002
1.0,-8.733376276,-51.15290197,2004
1.0,-8.733376276,-51.15290197,2006
1.0,-8.733376276,-51.15290197,2012
0.0,-8.733376276,-51.15290197,1990
0.0,-8.733376276,-51.15290197,1991
1.0,-3.1200735610000003,-58.56454205,1987
1.0,-3.1200735610000003,-58.56454205,1997
1.0,-6.611106417999999,-69.92293034,2014
1.0,-7.837037286,-46.28663825,1988
1.0,-7.837037286,-46.28663825,1990
1.0,-7.837037286,-46.28663825,1993
1.0,-10.76806039,-53.77697075,1986
1.0,-17.73638189,-49.28126208,1999
1.0,-2.5333838490000002,-45.11056388,1985
1.0,-2.5333838490000002,-45.11056388,1987
1.0,-2.5333838490000002,-45.11056388,1994
1.0,-2.5333838490000002,-45.11056388,2006
1.0,-2.5333838490000002,-45.11056388,2015
1.0,-25.90664923,-49.34701876,1994
1.0,-25.90664923,-49.34701876,1997
1.0,-25.90664923,-49.34701876,2001
0.0,-25.90664923,-49.34701876,1991
0.0,-25.90664923,-49.34701876,1992
0.0,-25.90664923,-49.34701876,1993
0.0,-25.90664923,-49.34701876,1996
1.0,-12.92482556,-56.46598772,1996
1.0,-12.92482556,-56.46598772,2009
0.0,-12.92482556,-56.46598772,2008
1.0,-10.25709866,-56.725780500000006,1992
0.0,-10.25709866,-56.725780500000006,1991
1.0,-16.336896499999998,-54.35126371,1985
1.0,-16.336896499999998,-54.35126371,2014
1.0,-10.56028007,-67.92570597,1998
1.0,-10.56028007,-67.92570597,2000
1.0,-10.56028007,-67.92570597,2005
1.0,-9.865792524,-63.69329351,2013
1.0,-30.72440393,-52.77472038,2012
1.0,-11.73204253,-64.88068665,1989
1.0,-11.73204253,-64.88068665,1992
1.0,-11.73204253,-64.88068665,1995
1.0,-11.73204253,-64.88068665,2000
1.0,-11.73204253,-64.88068665,2002
0.0,-11.73204253,-64.88068665,1987
0.0,-11.73204253,-64.88068665,1988
1.0,-27.35194869,-51.06585522,1985
1.0,-27.35194869,-51.06585522,1992
1.0,-27.35194869,-51.06585522,2000
1.0,-27.35194869,-51.06585522,2008
1.0,-9.417623028,-38.62275123,1993
0.0,-9.417623028,-38.62275123,1992
1.0,-30.02210104,-50.68640684,2003
1.0,-14.51241816,-39.97588354,2004
1.0,-8.88348476,-68.76113918,1990
1.0,-8.88348476,-68.76113918,1999
1.0,-8.88348476,-68.76113918,2003
1.0,-8.88348476,-68.76113918,2010
0.0,-8.88348476,-68.76113918,1998
0.0,-8.88348476,-68.76113918,2009
1.0,-14.70402881,-52.87820631,1999
1.0,-14.70402881,-52.87820631,2011
1.0,-9.481493245,-36.90795718,1997
1.0,-16.69586329,-57.33133483,1992
1.0,-30.49802847,-54.47442273,2006
0.0,-30.49802847,-54.47442273,2005
1.0,-10.77345029,-61.57075415,1989
1.0,-10.77345029,-61.57075415,1991
1.0,-6.4911813270000005,-48.47762922,1989
1.0,-1.465376807,-46.79759998,1985
1.0,-1.465376807,-46.79759998,1993
1.0,-1.465376807,-46.79759998,1999
1.0,-1.465376807,-46.79759998,2004
1.0,-13.42258206,-57.07585397,1991
0.0,-13.42258206,-57.07585397,1990
1.0,-5.405926632999999,-49.88439096,1988
1.0,-5.405926632999999,-49.88439096,1990
1.0,-5.405926632999999,-49.88439096,2001
1.0,-5.405926632999999,-49.88439096,2007
0.0,-5.405926632999999,-49.88439096,2000
1.0,-14.76197015,-56.74814855,1990
1.0,-20.03220626,-56.90957581,1985
1.0,-13.26250228,-56.93221335,1998
1.0,-2.7947935960000003,-52.05193591,2010
1.0,-22.87968604,-47.87342236,1990
1.0,-22.87968604,-47.87342236,1998
1.0,-19.01998459,-54.44720378,1987
1.0,-19.01998459,-54.44720378,1989
1.0,-19.01998459,-54.44720378,1996
1.0,-19.01998459,-54.44720378,2005
1.0,-19.01998459,-54.44720378,2008
1.0,-19.01998459,-54.44720378,2012
0.0,-19.01998459,-54.44720378,1995
1.0,-17.64744867,-46.26966009,2003
1.0,-17.64744867,-46.26966009,2008
1.0,-17.64744867,-46.26966009,2015
1.0,-10.09701888,-57.05671985,2013
1.0,-1.7483461219999998,-55.08725342,1998
1.0,-3.610014717,-43.12492777,2006
1.0,-16.20565264,-53.9734323,2011
1.0,-16.49320336,-54.15938356,1988
1.0,-16.49320336,-54.15938356,1991
1.0,-16.49320336,-54.15938356,1996
1.0,-1.271340706,-46.40305991,2007
1.0,-1.271340706,-46.40305991,2014
1.0,-16.39914975,-39.85029907,1987
1.0,-16.39914975,-39.85029907,1997
1.0,-16.39914975,-39.85029907,2005
1.0,-16.39914975,-39.85029907,2011
1.0,-20.70297828,-57.72479693,1985
1.0,-17.43778188,-46.98355124,2000
1.0,-9.669330971,-66.96792221,2004
1.0,-9.220891981,-43.19499636,2004
1.0,-9.220891981,-43.19499636,2013
1.0,-30.43927866,-51.75683934,1989
1.0,-30.43927866,-51.75683934,1994
1.0,-1.980919949,-48.51886189,2007
1.0,-6.564483854,-42.591059,2009
1.0,-6.564483854,-42.591059,2011
1.0,-6.564483854,-42.591059,2013
1.0,-13.93381329,-52.86607905,1995
1.0,-13.93381329,-52.86607905,1999
1.0,-13.93381329,-52.86607905,2002
0.0,-13.93381329,-52.86607905,2001
1.0,-21.41444398,-52.81568356,1998
1.0,-21.41444398,-52.81568356,2007
1.0,-20.87949723,-55.17888158,1996
1.0,-20.87949723,-55.17888158,2005
1.0,-20.87949723,-55.17888158,2010
1.0,-8.60132393,-49.38932941,1989
1.0,-8.60132393,-49.38932941,2002
1.0,-15.70924362,-53.15389927,1987
1.0,-16.03317611,-59.18276263,2011
1.0,-16.03317611,-59.18276263,2015
1.0,-15.65884813,-51.7635767,2012
1.0,-15.65884813,-51.7635767,2015
1.0,1.917049732,-51.77435648,2005
1.0,-1.854257494,-46.1944711,1995
1.0,-22.15878803,-57.26180523,2007
1.0,-12.37478711,-64.10427275,1985
1.0,-12.37478711,-64.10427275,1989
1.0,-12.37478711,-64.10427275,1994
1.0,-11.35151617,-52.12038753,1998
1.0,-11.35151617,-52.12038753,2001
1.0,-1.986040346,-48.040778499999995,2000
1.0,-1.986040346,-48.040778499999995,2003
1.0,-1.986040346,-48.040778499999995,2009
1.0,-1.986040346,-48.040778499999995,2011
1.0,-1.986040346,-48.040778499999995,2014
1.0,-5.044803888,-45.23614835,1990
1.0,-5.044803888,-45.23614835,1993
1.0,-14.80589777,-57.95790974,1999
1.0,-19.154192899999998,-49.3648054,1990
1.0,-19.154192899999998,-49.3648054,1992
1.0,-19.154192899999998,-49.3648054,1994
1.0,-19.154192899999998,-49.3648054,1997
1.0,-19.154192899999998,-49.3648054,2003
1.0,-19.154192899999998,-49.3648054,2007
0.0,-19.154192899999998,-49.3648054,1996
0.0,-19.154192899999998,-49.3648054,2002
1.0,-19.81849705,-54.22487075,1998
1.0,-11.32780065,-58.31930198,1993
1.0,-11.32780065,-58.31930198,1996
1.0,-11.32780065,-58.31930198,2007
1.0,-11.32780065,-58.31930198,2012
1.0,-11.32780065,-58.31930198,2014
1.0,-13.21210679,-54.27607472,2001
1.0,-10.09055101,-67.07410308,1986
1.0,-11.08525552,-55.07647364,2006
1.0,-10.27407682,-42.38516513,2011
1.0,-7.838923747999999,-36.69182253,1996
1.0,-7.838923747999999,-36.69182253,2000
1.0,-7.838923747999999,-36.69182253,2005
0.0,-7.838923747999999,-36.69182253,1995
0.0,-7.838923747999999,-36.69182253,1998
0.0,-7.838923747999999,-36.69182253,1999
1.0,-3.782491251,-66.31224189,1991
1.0,-32.16054057,-52.91997797,1987
0.0,-32.16054057,-52.91997797,1986
1.0,-3.24404107,-52.02552544,1995
1.0,-3.24404107,-52.02552544,1997
1.0,-3.24404107,-52.02552544,1999
1.0,-3.24404107,-52.02552544,2009
1.0,-2.08737031,-46.84826496,1986
1.0,-2.08737031,-46.84826496,2001
1.0,-2.08737031,-46.84826496,2011
1.0,-12.77067466,-60.09796624,1989
1.0,-12.77067466,-60.09796624,1992
1.0,-12.77067466,-60.09796624,1996
1.0,-12.77067466,-60.09796624,2005
1.0,-13.39536311,-53.96292201,1996
1.0,-13.39536311,-53.96292201,2000
1.0,-13.39536311,-53.96292201,2015
1.0,-10.18190967,-62.6433426,1988
1.0,-10.18190967,-62.6433426,1995
1.0,-10.18190967,-62.6433426,1997
1.0,-10.18190967,-62.6433426,2012
0.0,-10.18190967,-62.6433426,2007
0.0,-10.18190967,-62.6433426,2008
0.0,-10.18190967,-62.6433426,2009
0.0,-10.18190967,-62.6433426,2010
0.0,-10.18190967,-62.6433426,2011
1.0,-11.64769072,-37.96410646,1987
1.0,-11.64769072,-37.96410646,1990
1.0,-11.64769072,-37.96410646,1992
1.0,-11.64769072,-37.96410646,1998
1.0,-12.13412845,-43.10013427,1988
1.0,-12.13412845,-43.10013427,1997
1.0,-12.13412845,-43.10013427,2004
1.0,-12.13412845,-43.10013427,2015
1.0,-18.30205102,-56.71149729,1990
1.0,-18.30205102,-56.71149729,1992
1.0,-19.79963243,-54.50191118,1986
1.0,-19.79963243,-54.50191118,1993
1.0,-19.79963243,-54.50191118,1998
1.0,-19.79963243,-54.50191118,2002
1.0,-9.023082956,-55.03604945,1987
1.0,-13.61122827,-59.24178195,2012
1.0,-10.36301003,-56.23017996,2000
1.0,-20.199292899999996,-56.14151624,1989
1.0,-19.38676673,-48.00870864,2002
1.0,-14.06990805,-44.30693102,2003
0.0,-14.06990805,-44.30693102,2002
1.0,-2.493229155,-48.33641406,1992
1.0,-2.493229155,-48.33641406,1998
1.0,-2.493229155,-48.33641406,2013
1.0,-2.493229155,-48.33641406,2015
1.0,-11.81612484,-57.21410469,2004
1.0,-15.19801239,-56.646010100000005,2008
1.0,-16.2029577,-60.12087328,2000
1.0,-4.164634573,-40.50867434,2008
1.0,-17.65256907,-41.9588247,1986
1.0,-8.618841077999999,-40.96250322,1990
1.0,-8.618841077999999,-40.96250322,2010
1.0,-8.618841077999999,-40.96250322,2012
0.0,-8.618841077999999,-40.96250322,1989
1.0,-13.49938802,-40.08691531,2001
1.0,-18.6664077,-55.11069945,1993
1.0,-19.38461077,-56.58106191,1994
1.0,-19.38461077,-56.58106191,1998
1.0,-19.38461077,-56.58106191,2000
1.0,-19.38461077,-56.58106191,2003
1.0,-19.38461077,-56.58106191,2006
1.0,-19.38461077,-56.58106191,2008
1.0,-6.463962373999999,-39.51100538,2008
1.0,-11.47171076,-39.53283444,1991
1.0,-6.781965985,-47.802006299999995,2015
1.0,-22.50185464,-52.69764493,1987
1.0,-22.50185464,-52.69764493,2004
1.0,-22.50185464,-52.69764493,2006
1.0,-7.44761761,-38.54136387,1988
1.0,-7.44761761,-38.54136387,1990
1.0,-7.44761761,-38.54136387,2009
1.0,-17.02195174,-53.43713808,2012
1.0,-7.092154252,-40.37743047,1996
1.0,-7.092154252,-40.37743047,2004
1.0,-7.092154252,-40.37743047,2008
1.0,-26.81673244,-53.33877255,1985
1.0,-26.81673244,-53.33877255,1995
1.0,-19.14260463,-57.02249404,1993
1.0,-25.63392071,-52.57718085,1994
1.0,-25.63392071,-52.57718085,2002
1.0,-25.63392071,-52.57718085,2011
0.0,-25.63392071,-52.57718085,1991
0.0,-25.63392071,-52.57718085,1992
0.0,-25.63392071,-52.57718085,1993
1.0,-7.52577104,-36.24823444,2010
1.0,-7.52577104,-36.24823444,2013
1.0,-14.6148261,-45.67865846,2004
1.0,-11.8379539,-46.92291496,1991
1.0,-11.8379539,-46.92291496,2012
1.0,-12.83912628,-52.60493879999999,1989
1.0,-20.4580077,-43.46314348,1986
0.0,-20.4580077,-43.46314348,1985
1.0,-2.929810383,-46.74100612,1986
1.0,-3.659062731,-51.31540721,1986
1.0,-3.659062731,-51.31540721,1997
1.0,-3.659062731,-51.31540721,2009
0.0,-3.659062731,-51.31540721,2008
1.0,-11.42886112,-41.53517921,1996
1.0,-11.42886112,-41.53517921,1998
1.0,-11.42886112,-41.53517921,2009
1.0,-2.216727711,-54.39573032,1998
1.0,-10.31854343,-48.65603464,1999
1.0,-10.31854343,-48.65603464,2010
1.0,-8.966489093,-63.32112148,2011
0.0,-8.966489093,-63.32112148,2010
1.0,-5.70964703,-36.47218444,2004
1.0,-4.490184032,-50.93488085,1997
1.0,-13.50882033,-42.69104149,1988
1.0,-13.50882033,-42.69104149,1991
0.0,-13.50882033,-42.69104149,1990
1.0,-16.20861708,-53.32718428,2013
1.0,-9.155135302,-54.45987003,2015
0.0,-9.155135302,-54.45987003,2014
1.0,-17.68302196,-40.52457452,2001
1.0,-10.32824523,-55.07512616,1985
1.0,-11.72907809,-51.61454620000001,1995
1.0,-16.97532918,-40.35775737,1993
1.0,-16.97532918,-40.35775737,1997
1.0,-16.97532918,-40.35775737,1999
1.0,-16.97532918,-40.35775737,2005
1.0,-16.97532918,-40.35775737,2010
1.0,-2.091143234,-53.25226479,2008
1.0,-11.55444559,-46.27100756,1990
0.0,-11.55444559,-46.27100756,1989
1.0,-9.339200104,-63.38903412,1985
1.0,-9.339200104,-63.38903412,1991
1.0,-9.339200104,-63.38903412,1996
0.0,-9.339200104,-63.38903412,1994
0.0,-9.339200104,-63.38903412,1995
1.0,-3.4782318639999996,-49.41115847,2013
0.0,-3.4782318639999996,-49.41115847,2012
1.0,-11.64715173,-48.96864836,1987
1.0,-11.64715173,-48.96864836,1995
1.0,-11.64715173,-48.96864836,2000
1.0,-11.64715173,-48.96864836,2010
1.0,-11.64715173,-48.96864836,2014
0.0,-11.64715173,-48.96864836,1986
0.0,-11.64715173,-48.96864836,2009
1.0,-13.86590065,-55.89169476,2010
0.0,-13.86590065,-55.89169476,2009
1.0,-30.77075699,-53.39240197,2004
1.0,-30.77075699,-53.39240197,2009
1.0,-30.77075699,-53.39240197,2011
1.0,-30.77075699,-53.39240197,2013
1.0,-30.77075699,-53.39240197,2015
0.0,-30.77075699,-53.39240197,2006
0.0,-30.77075699,-53.39240197,2007
0.0,-30.77075699,-53.39240197,2008
1.0,-21.60201222,-57.19766552,2012
1.0,-16.33743549,-45.41051135,1996
1.0,-16.33743549,-45.41051135,1998
1.0,-9.730236747000001,-54.33994494,1994
1.0,-12.27911653,-55.83186696,2000
1.0,-2.392707675,-56.63846425,2009
1.0,-28.933881899999996,-55.54323826,1993
1.0,-5.456052625,-40.55987831,1993
1.0,-6.033579522,-48.9416989,2005
1.0,-6.033579522,-48.9416989,2009
1.0,-7.0665522670000005,-39.9831599,1990
1.0,-1.691752259,-53.12075143,1996
1.0,-1.691752259,-53.12075143,1999
1.0,-5.685662012000001,-39.84544816,2007
1.0,-9.106626277,-42.81231405,1991
1.0,-9.106626277,-42.81231405,1995
1.0,-9.106626277,-42.81231405,2002
1.0,-9.106626277,-42.81231405,2004
1.0,-9.106626277,-42.81231405,2012
1.0,-9.106626277,-42.81231405,2014
1.0,-7.360301365,-38.99519275,1989
1.0,-6.695997212000001,-37.81750141,2010
1.0,-18.02474109,-46.24324962,1996
1.0,-18.02474109,-46.24324962,2007
1.0,-18.02474109,-46.24324962,2012
1.0,-28.68163497,-50.46353482,1985
1.0,-28.68163497,-50.46353482,1997
1.0,-10.56755642,-56.243115700000004,2002
1.0,-10.56755642,-56.243115700000004,2004
1.0,-10.56755642,-56.243115700000004,2007
1.0,-11.0863335,-40.78301983,1991
1.0,-11.0863335,-40.78301983,2004
1.0,-4.337919591,-45.48435287,2003
1.0,-4.337919591,-45.48435287,2011
1.0,-15.44702538,-54.82665216,2001
1.0,-15.44702538,-54.82665216,2014
0.0,-15.44702538,-54.82665216,1999
0.0,-15.44702538,-54.82665216,2000
0.0,-15.44702538,-54.82665216,2013
1.0,-19.76864055,-45.65979384,1989
1.0,-19.76864055,-45.65979384,1996
1.0,-19.76864055,-45.65979384,2001
0.0,-19.76864055,-45.65979384,2000
1.0,-6.015792879,-51.31136479,2010
1.0,-10.300217800000002,-44.10804402,2014
1.0,-21.48208713,-48.5433859,1992
0.0,-21.48208713,-48.5433859,1991
1.0,-20.12302593,-52.05301389,2002
0.0,-20.12302593,-52.05301389,2001
1.0,-12.80894289,-49.64777471,2014
1.0,-1.7213966630000002,-61.47184964,2003
1.0,-9.533236205,-38.47102578,1985
1.0,-9.533236205,-38.47102578,1992
1.0,-9.533236205,-38.47102578,1999
1.0,-9.533236205,-38.47102578,2009
1.0,-9.533236205,-38.47102578,2012
0.0,-9.533236205,-38.47102578,2008
1.0,-15.43058621,-44.84026081,2004
1.0,-11.29707827,-40.0478386,1990
1.0,-14.91908549,-53.06146262,1986
1.0,-14.91908549,-53.06146262,1988
1.0,-14.91908549,-53.06146262,1991
1.0,-14.91908549,-53.06146262,1997
1.0,-14.91908549,-53.06146262,2002
1.0,-14.91908549,-53.06146262,2008
1.0,-14.91908549,-53.06146262,2013
0.0,-14.91908549,-53.06146262,1985
0.0,-14.91908549,-53.06146262,1994
0.0,-14.91908549,-53.06146262,1995
0.0,-14.91908549,-53.06146262,1996
0.0,-14.91908549,-53.06146262,2000
0.0,-14.91908549,-53.06146262,2001
0.0,-14.91908549,-53.06146262,2011
0.0,-14.91908549,-53.06146262,2012
1.0,-9.077251367,-62.55952979,1997
1.0,-9.077251367,-62.55952979,2015
0.0,-9.077251367,-62.55952979,1996
1.0,-4.499077353000001,-44.616580299999995,1991
1.0,-2.3759990109999998,-48.54581135,1989
1.0,-20.86413604,-53.17465035,2009
1.0,-5.908534034,-39.76513878,1997
1.0,-5.908534034,-39.76513878,1999
1.0,-16.91065048,-56.16657923,1995
1.0,-10.08031021,-50.73680233,1986
1.0,-10.08031021,-50.73680233,1991
1.0,-17.11142394,-46.955793299999996,1992
1.0,-17.11142394,-46.955793299999996,1996
1.0,-24.21530121,-50.2754276,2000
1.0,-8.076078983,-70.68479153,2012
1.0,-8.076078983,-70.68479153,2015
1.0,-26.68063767,-51.40892183,2004
1.0,-6.226807139,-38.59202885,1988
1.0,-4.68934053,-43.9695238,1987
1.0,-4.68934053,-43.9695238,1993
1.0,-13.07116112,-45.85652489,2008
1.0,-2.338539263,-47.22879132,1994
1.0,-3.990810565,-55.81381082,1985
1.0,-11.32995661,-52.66853952,2000
1.0,-11.32995661,-52.66853952,2003
0.0,-11.32995661,-52.66853952,1999
1.0,1.040383846,-61.57641354,1987
1.0,1.040383846,-61.57641354,1990
1.0,1.040383846,-61.57641354,1999
1.0,1.040383846,-61.57641354,2012
0.0,1.040383846,-61.57641354,1989
0.0,1.040383846,-61.57641354,1998
1.0,-13.082210400000001,-42.28922506,1995
1.0,-13.082210400000001,-42.28922506,1999
1.0,-13.082210400000001,-42.28922506,2008
0.0,-13.082210400000001,-42.28922506,1998
1.0,-2.7864392639999997,-57.79244007,1986
1.0,-2.7864392639999997,-57.79244007,2008
0.0,-2.7864392639999997,-57.79244007,2007
1.0,-19.46842358,-43.98003409,1988
1.0,-25.40242486,-54.22945216,2004
1.0,-18.56561672,-42.48083571,1998
1.0,-26.23785807,-51.90182742,2001
1.0,-17.899965100000003,-47.13716316,1995
1.0,-17.899965100000003,-47.13716316,1997
0.0,-17.899965100000003,-47.13716316,1993
0.0,-17.899965100000003,-47.13716316,1994
