system:index,Lat,Lon,consistent_change_two_years_1985,consistent_change_two_years_1986,consistent_change_two_years_1987,consistent_change_two_years_1988,consistent_change_two_years_1989,consistent_change_two_years_1990,consistent_change_two_years_1991,consistent_change_two_years_1992,consistent_change_two_years_1993,consistent_change_two_years_1994,consistent_change_two_years_1995,consistent_change_two_years_1996,consistent_change_two_years_1997,consistent_change_two_years_1998,consistent_change_two_years_1999,consistent_change_two_years_2000,consistent_change_two_years_2001,consistent_change_two_years_2002,consistent_change_two_years_2003,consistent_change_two_years_2004,consistent_change_two_years_2005,consistent_change_two_years_2006,consistent_change_two_years_2007,consistent_change_two_years_2008,consistent_change_two_years_2009,consistent_change_two_years_2010,consistent_change_two_years_2011,consistent_change_two_years_2012,consistent_change_two_years_2013,consistent_change_two_years_2014,consistent_change_two_years_2015,first,one_change_occured,one_change_1985,one_change_1986,one_change_1987,one_change_1988,one_change_1989,one_change_1990,one_change_1991,one_change_1992,one_change_1993,one_change_1994,one_change_1995,one_change_1996,one_change_1997,one_change_1998,one_change_1999,one_change_2000,one_change_2001,one_change_2002,one_change_2003,one_change_2004,one_change_2005,one_change_2006,one_change_2007,one_change_2008,one_change_2009,one_change_2010,one_change_2011,one_change_2012,one_change_2013,one_change_2014,one_change_2015,.geo
220,-9.33001431092335,-66.53155394591346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-66.53155394591346,-9.33001431092335]}"
221,-20.17031268905482,-53.322880877305096,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.322880877305096,-20.17031268905482]}"
222,-12.606108410460749,-60.05850571045429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-60.05850571045429,-12.606108410460749]}"
223,-3.1536232385498213,-54.493897677746745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"{""type"":""Point"",""coordinates"":[-54.493897677746745,-3.1536232385498213]}"
224,-9.789599507663862,-62.480872582750436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-62.480872582750436,-9.789599507663862]}"
225,-19.437745366714637,-53.986226263558045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"{""type"":""Point"",""coordinates"":[-53.986226263558045,-19.437745366714637]}"
226,-9.165169278542988,-48.17458250823152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.17458250823152,-9.165169278542988]}"
227,-13.40198825706795,-57.29953025118246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-57.29953025118246,-13.40198825706795]}"
228,-17.05799253622876,-49.45239953724147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.45239953724147,-17.05799253622876]}"
229,-4.126367342204924,-54.65722113561496,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.65722113561496,-4.126367342204924]}"
230,-20.01638514162763,-56.91885558790735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{""type"":""Point"",""coordinates"":[-56.91885558790735,-20.01638514162763]}"
231,-5.566069281171582,-48.63244508698246,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.63244508698246,-5.566069281171582]}"
232,-10.84527786066942,-54.742090525700675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.742090525700675,-10.84527786066942]}"
233,-4.894436869525295,-47.618382093112615,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.618382093112615,-4.894436869525295]}"
234,-29.72435146779939,-54.56171987898336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-54.56171987898336,-29.72435146779939]}"
235,-7.4307278509187125,-49.145982434874924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.145982434874924,-7.4307278509187125]}"
236,-3.835510353890116,-54.663195284184745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.663195284184745,-3.835510353890116]}"
237,0.7998160756122578,-50.835679608065526,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.835679608065526,0.7998160756122578]}"
238,-1.8984209485418968,-54.09460615419025,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.09460615419025,-1.8984209485418968]}"
239,-16.921359349842106,-57.452235751168054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-57.452235751168054,-16.921359349842106]}"
240,-12.404004314863393,-37.90296464964084,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,"{""type"":""Point"",""coordinates"":[-37.90296464964084,-12.404004314863393]}"
241,-9.269392941482606,-62.57866500064614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-62.57866500064614,-9.269392941482606]}"
242,-29.421697071278462,-54.551393913948104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.551393913948104,-29.421697071278462]}"
243,-9.978693766296603,-50.446684766506316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.446684766506316,-9.978693766296603]}"
244,-3.1374890810818536,-47.526601517530935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.526601517530935,-3.1374890810818536]}"
245,-14.931532041093558,-55.767636765773666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.767636765773666,-14.931532041093558]}"
246,-13.98106510784482,-54.00084413108928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"{""type"":""Point"",""coordinates"":[-54.00084413108928,-13.98106510784482]}"
247,-18.783075402948366,-57.083725546461146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-57.083725546461146,-18.783075402948366]}"
248,-4.464221413897639,-47.721144675638456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.721144675638456,-4.464221413897639]}"
249,-13.06273812400196,-61.5045829687067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-61.5045829687067,-13.06273812400196]}"
250,-5.329155329600441,-46.97844629068325,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-46.97844629068325,-5.329155329600441]}"
251,-12.261917721605101,-56.48741329226171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.48741329226171,-12.261917721605101]}"
252,-11.589936536028409,-54.46103822591082,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-54.46103822591082,-11.589936536028409]}"
253,-21.800512491439925,-52.92011809652057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.92011809652057,-21.800512491439925]}"
254,-4.367928388924459,-58.65680678970788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-58.65680678970788,-4.367928388924459]}"
255,-14.681969534468935,-55.68603529294953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,"{""type"":""Point"",""coordinates"":[-55.68603529294953,-14.681969534468935]}"
256,-10.079447754569957,-54.73849799495368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.73849799495368,-10.079447754569957]}"
257,-2.5771532297368465,-44.27195496789834,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-44.27195496789834,-2.5771532297368465]}"
258,-6.868125992237959,-51.52094279631737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.52094279631737,-6.868125992237959]}"
259,-12.205662059247034,-57.878981057349456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-57.878981057349456,-12.205662059247034]}"
260,-0.9081958486617788,-47.47181679989141,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.47181679989141,-0.9081958486617788]}"
261,-12.543304631028874,-52.15359732020271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.15359732020271,-12.543304631028874]}"
262,-20.805814304445526,-51.08650825531346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-51.08650825531346,-20.805814304445526]}"
263,-3.4526015410361164,-39.22097352438468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"{""type"":""Point"",""coordinates"":[-39.22097352438468,-3.4526015410361164]}"
264,-5.242865465236823,-49.94588673925312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-49.94588673925312,-5.242865465236823]}"
265,-15.278063755585467,-50.97551760375619,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.97551760375619,-15.278063755585467]}"
266,-16.420380386963004,-55.090463949827615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-55.090463949827615,-16.420380386963004]}"
267,-23.582348110705638,-51.137524717588136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"{""type"":""Point"",""coordinates"":[-51.137524717588136,-23.582348110705638]}"
268,-2.523142611318644,-48.271283480127494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.271283480127494,-2.523142611318644]}"
269,-9.363055688999458,-68.17697600272528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-68.17697600272528,-9.363055688999458]}"
270,-6.110273755009854,-36.0631858384962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"{""type"":""Point"",""coordinates"":[-36.0631858384962,-6.110273755009854]}"
271,-10.337743546263626,-47.89000502202777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-47.89000502202777,-10.337743546263626]}"
272,-20.24927734439256,-55.65167819290942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-55.65167819290942,-20.24927734439256]}"
273,-21.393335725355488,-54.06665860029909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.06665860029909,-21.393335725355488]}"
274,-9.657828103424766,-48.8922405181243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.8922405181243,-9.657828103424766]}"
275,-13.708626500398305,-58.6597392069011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-58.6597392069011,-13.708626500398305]}"
276,-20.5790972748832,-42.918619111049274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-42.918619111049274,-20.5790972748832]}"
277,-19.73027209466711,-56.75146553695215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-56.75146553695215,-19.73027209466711]}"
278,-15.188553773001392,-48.85239240828533,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-48.85239240828533,-15.188553773001392]}"
279,-3.607488085498929,-52.558982341456826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.558982341456826,-3.607488085498929]}"
280,-11.682086843108074,-52.666476052909346,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-52.666476052909346,-11.682086843108074]}"
281,-20.257087483299593,-55.82832571311348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-55.82832571311348,-20.257087483299593]}"
282,-10.490808895249556,-54.50806375444069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.50806375444069,-10.490808895249556]}"
283,-10.898740514909012,-37.35710858724671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-37.35710858724671,-10.898740514909012]}"
284,-1.8716803450256128,-48.4083118239079,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,"{""type"":""Point"",""coordinates"":[-48.4083118239079,-1.8716803450256128]}"
285,-17.518721003928267,-54.686061747552245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-54.686061747552245,-17.518721003928267]}"
286,-13.94845415132503,-50.28120346399589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-50.28120346399589,-13.94845415132503]}"
287,-17.348416026404742,-51.17582837367871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"{""type"":""Point"",""coordinates"":[-51.17582837367871,-17.348416026404742]}"
288,-20.135453074755407,-57.176018002433175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-57.176018002433175,-20.135453074755407]}"
289,-7.280403421088733,-55.33866897225219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{""type"":""Point"",""coordinates"":[-55.33866897225219,-7.280403421088733]}"
