system:index,Lat,Lon,one_change,.geo
995,-9.789599507663864,-62.480872582750436,1,"{""type"":""Point"",""coordinates"":[-62.480872582750436,-9.789599507663864]}"
1000,-19.437745366714633,-53.98622626355805,1,"{""type"":""Point"",""coordinates"":[-53.98622626355805,-19.437745366714633]}"
1009,-9.165169278542988,-48.174582508231516,1,"{""type"":""Point"",""coordinates"":[-48.174582508231516,-9.165169278542988]}"
1013,-13.40198825706795,-57.29953025118246,1,"{""type"":""Point"",""coordinates"":[-57.29953025118246,-13.40198825706795]}"
1016,-17.05799253622876,-49.45239953724147,1,"{""type"":""Point"",""coordinates"":[-49.45239953724147,-17.05799253622876]}"
1024,-4.126367342204924,-54.65722113561495,1,"{""type"":""Point"",""coordinates"":[-54.65722113561495,-4.126367342204924]}"
1025,-20.016385141627627,-56.918855587907345,1,"{""type"":""Point"",""coordinates"":[-56.918855587907345,-20.016385141627627]}"
1027,-5.566069281171582,-48.63244508698246,1,"{""type"":""Point"",""coordinates"":[-48.63244508698246,-5.566069281171582]}"
1032,-10.84527786066942,-54.74209052570067,1,"{""type"":""Point"",""coordinates"":[-54.74209052570067,-10.84527786066942]}"
1036,-4.894436869525295,-47.61838209311261,1,"{""type"":""Point"",""coordinates"":[-47.61838209311261,-4.894436869525295]}"
1038,-29.72435146779939,-54.561719878983354,1,"{""type"":""Point"",""coordinates"":[-54.561719878983354,-29.72435146779939]}"
1046,-7.430727850918712,-49.145982434874924,1,"{""type"":""Point"",""coordinates"":[-49.145982434874924,-7.430727850918712]}"
1049,-3.835510353890116,-54.66319528418474,1,"{""type"":""Point"",""coordinates"":[-54.66319528418474,-3.835510353890116]}"
1050,0.7998160756122578,-50.83567960806553,1,"{""type"":""Point"",""coordinates"":[-50.83567960806553,0.7998160756122578]}"
1053,-1.8984209485418968,-54.09460615419025,1,"{""type"":""Point"",""coordinates"":[-54.09460615419025,-1.8984209485418968]}"
1054,-16.921359349842106,-57.45223575116805,1,"{""type"":""Point"",""coordinates"":[-57.45223575116805,-16.921359349842106]}"
1056,-12.404004314863393,-37.902964649640836,1,"{""type"":""Point"",""coordinates"":[-37.902964649640836,-12.404004314863393]}"
1079,-9.269392941482606,-62.57866500064614,1,"{""type"":""Point"",""coordinates"":[-62.57866500064614,-9.269392941482606]}"
1083,-29.42169707127846,-54.55139391394811,1,"{""type"":""Point"",""coordinates"":[-54.55139391394811,-29.42169707127846]}"
1084,-9.978693766296605,-50.446684766506316,1,"{""type"":""Point"",""coordinates"":[-50.446684766506316,-9.978693766296605]}"
1086,-3.1374890810818536,-47.52660151753094,1,"{""type"":""Point"",""coordinates"":[-47.52660151753094,-3.1374890810818536]}"
1089,-14.931532041093558,-55.767636765773666,1,"{""type"":""Point"",""coordinates"":[-55.767636765773666,-14.931532041093558]}"
1090,-13.98106510784482,-54.00084413108927,1,"{""type"":""Point"",""coordinates"":[-54.00084413108927,-13.98106510784482]}"
1092,-18.783075402948366,-57.083725546461146,1,"{""type"":""Point"",""coordinates"":[-57.083725546461146,-18.783075402948366]}"
1094,-4.464221413897639,-47.72114467563846,1,"{""type"":""Point"",""coordinates"":[-47.72114467563846,-4.464221413897639]}"
1102,-13.06273812400196,-61.5045829687067,1,"{""type"":""Point"",""coordinates"":[-61.5045829687067,-13.06273812400196]}"
1106,-5.329155329600442,-46.97844629068325,1,"{""type"":""Point"",""coordinates"":[-46.97844629068325,-5.329155329600442]}"
1107,-12.2619177216051,-56.4874132922617,1,"{""type"":""Point"",""coordinates"":[-56.4874132922617,-12.2619177216051]}"
1112,-11.589936536028409,-54.46103822591081,1,"{""type"":""Point"",""coordinates"":[-54.46103822591081,-11.589936536028409]}"
1113,-21.800512491439925,-52.920118096520554,1,"{""type"":""Point"",""coordinates"":[-52.920118096520554,-21.800512491439925]}"
1121,-4.367928388924459,-58.65680678970788,1,"{""type"":""Point"",""coordinates"":[-58.65680678970788,-4.367928388924459]}"
1129,-14.681969534468935,-55.686035292949526,1,"{""type"":""Point"",""coordinates"":[-55.686035292949526,-14.681969534468935]}"
1136,-10.079447754569955,-54.73849799495368,1,"{""type"":""Point"",""coordinates"":[-54.73849799495368,-10.079447754569955]}"
1144,-2.5771532297368465,-44.27195496789834,1,"{""type"":""Point"",""coordinates"":[-44.27195496789834,-2.5771532297368465]}"
1151,-6.8681259922379585,-51.52094279631737,1,"{""type"":""Point"",""coordinates"":[-51.52094279631737,-6.8681259922379585]}"
1161,-12.205662059247032,-57.87898105734945,1,"{""type"":""Point"",""coordinates"":[-57.87898105734945,-12.205662059247032]}"
1162,-0.9081958486617787,-47.471816799891414,1,"{""type"":""Point"",""coordinates"":[-47.471816799891414,-0.9081958486617787]}"
1165,-12.543304631028871,-52.1535973202027,1,"{""type"":""Point"",""coordinates"":[-52.1535973202027,-12.543304631028871]}"
1169,-20.805814304445526,-51.086508255313454,1,"{""type"":""Point"",""coordinates"":[-51.086508255313454,-20.805814304445526]}"
1172,-3.452601541036117,-39.22097352438468,1,"{""type"":""Point"",""coordinates"":[-39.22097352438468,-3.452601541036117]}"
1178,-5.2428654652368225,-49.94588673925312,1,"{""type"":""Point"",""coordinates"":[-49.94588673925312,-5.2428654652368225]}"
1191,-15.278063755585467,-50.97551760375619,1,"{""type"":""Point"",""coordinates"":[-50.97551760375619,-15.278063755585467]}"
1193,-16.420380386963004,-55.09046394982762,1,"{""type"":""Point"",""coordinates"":[-55.09046394982762,-16.420380386963004]}"
1197,-23.582348110705635,-51.137524717588136,1,"{""type"":""Point"",""coordinates"":[-51.137524717588136,-23.582348110705635]}"
1200,-2.523142611318644,-48.2712834801275,1,"{""type"":""Point"",""coordinates"":[-48.2712834801275,-2.523142611318644]}"
1201,-9.363055688999456,-68.17697600272527,1,"{""type"":""Point"",""coordinates"":[-68.17697600272527,-9.363055688999456]}"
1204,-6.110273755009854,-36.0631858384962,1,"{""type"":""Point"",""coordinates"":[-36.0631858384962,-6.110273755009854]}"
1205,-10.337743546263628,-47.89000502202777,1,"{""type"":""Point"",""coordinates"":[-47.89000502202777,-10.337743546263628]}"
1206,-20.249277344392556,-55.65167819290942,1,"{""type"":""Point"",""coordinates"":[-55.65167819290942,-20.249277344392556]}"
1216,-21.393335725355488,-54.06665860029909,1,"{""type"":""Point"",""coordinates"":[-54.06665860029909,-21.393335725355488]}"
1217,-9.657828103424766,-48.8922405181243,1,"{""type"":""Point"",""coordinates"":[-48.8922405181243,-9.657828103424766]}"
1222,-13.708626500398303,-58.6597392069011,1,"{""type"":""Point"",""coordinates"":[-58.6597392069011,-13.708626500398303]}"
1224,-20.579097274883196,-42.91861911104927,1,"{""type"":""Point"",""coordinates"":[-42.91861911104927,-20.579097274883196]}"
1227,-19.730272094667107,-56.75146553695216,1,"{""type"":""Point"",""coordinates"":[-56.75146553695216,-19.730272094667107]}"
1236,-15.188553773001393,-48.85239240828533,1,"{""type"":""Point"",""coordinates"":[-48.85239240828533,-15.188553773001393]}"
1237,-3.6074880854989293,-52.55898234145682,1,"{""type"":""Point"",""coordinates"":[-52.55898234145682,-3.6074880854989293]}"
1240,-11.682086843108076,-52.66647605290934,1,"{""type"":""Point"",""coordinates"":[-52.66647605290934,-11.682086843108076]}"
1241,-20.257087483299593,-55.82832571311348,1,"{""type"":""Point"",""coordinates"":[-55.82832571311348,-20.257087483299593]}"
1254,-10.490808895249558,-54.508063754440684,1,"{""type"":""Point"",""coordinates"":[-54.508063754440684,-10.490808895249558]}"
1256,-10.898740514909012,-37.3571085872467,1,"{""type"":""Point"",""coordinates"":[-37.3571085872467,-10.898740514909012]}"
1259,-1.8716803450256128,-48.4083118239079,1,"{""type"":""Point"",""coordinates"":[-48.4083118239079,-1.8716803450256128]}"
1261,-17.518721003928263,-54.68606174755224,1,"{""type"":""Point"",""coordinates"":[-54.68606174755224,-17.518721003928263]}"
1264,-13.94845415132503,-50.28120346399588,1,"{""type"":""Point"",""coordinates"":[-50.28120346399588,-13.94845415132503]}"
1273,-17.348416026404745,-51.17582837367871,1,"{""type"":""Point"",""coordinates"":[-51.17582837367871,-17.348416026404745]}"
1281,-20.135453074755404,-57.17601800243318,1,"{""type"":""Point"",""coordinates"":[-57.17601800243318,-20.135453074755404]}"
1283,-7.280403421088734,-55.338668972252194,1,"{""type"":""Point"",""coordinates"":[-55.338668972252194,-7.280403421088734]}"
1286,-6.400344636976126,-62.381699948145005,1,"{""type"":""Point"",""coordinates"":[-62.381699948145005,-6.400344636976126]}"
1287,-13.570745012848116,-48.30435881081206,1,"{""type"":""Point"",""coordinates"":[-48.30435881081206,-13.570745012848116]}"
1300,-3.3687838514753006,-60.37500588563189,1,"{""type"":""Point"",""coordinates"":[-60.37500588563189,-3.3687838514753006]}"
1302,-14.543331515620538,-59.71841639643624,1,"{""type"":""Point"",""coordinates"":[-59.71841639643624,-14.543331515620538]}"
1311,-2.5274284511942815,-57.578194323569996,1,"{""type"":""Point"",""coordinates"":[-57.578194323569996,-2.5274284511942815]}"
1312,-14.573978650551002,-39.43323075008278,1,"{""type"":""Point"",""coordinates"":[-39.43323075008278,-14.573978650551002]}"
1313,-12.387392716224632,-63.64047754602559,1,"{""type"":""Point"",""coordinates"":[-63.64047754602559,-12.387392716224632]}"
1325,-2.1377809969088064,-47.04967770870064,1,"{""type"":""Point"",""coordinates"":[-47.04967770870064,-2.1377809969088064]}"
1332,-29.15360808929491,-52.68694928580495,1,"{""type"":""Point"",""coordinates"":[-52.68694928580495,-29.15360808929491]}"
1333,-9.548656354525694,-36.2019550696053,1,"{""type"":""Point"",""coordinates"":[-36.2019550696053,-9.548656354525694]}"
1343,-10.334474953715857,-48.31353406027429,1,"{""type"":""Point"",""coordinates"":[-48.31353406027429,-10.334474953715857]}"
1347,-4.443484038528616,-48.07849689940669,1,"{""type"":""Point"",""coordinates"":[-48.07849689940669,-4.443484038528616]}"
1350,-2.049747290717981,-47.3187610740034,1,"{""type"":""Point"",""coordinates"":[-47.3187610740034,-2.049747290717981]}"
1352,-23.66844822013292,-51.893279836757365,1,"{""type"":""Point"",""coordinates"":[-51.893279836757365,-23.66844822013292]}"
1353,-25.63850003912095,-51.91667595303718,1,"{""type"":""Point"",""coordinates"":[-51.91667595303718,-25.63850003912095]}"
1359,-15.761892240103702,-56.084202575576306,1,"{""type"":""Point"",""coordinates"":[-56.084202575576306,-15.761892240103702]}"
1362,-14.850117618604603,-54.23836318778689,1,"{""type"":""Point"",""coordinates"":[-54.23836318778689,-14.850117618604603]}"
1367,-1.6325644982683245,-54.038743264745534,1,"{""type"":""Point"",""coordinates"":[-54.038743264745534,-1.6325644982683245]}"
1368,-19.861996594344582,-52.94696970137308,1,"{""type"":""Point"",""coordinates"":[-52.94696970137308,-19.861996594344582]}"
1384,-20.305253130619686,-54.54350533559574,1,"{""type"":""Point"",""coordinates"":[-54.54350533559574,-20.305253130619686]}"
1392,0.6068948688128185,-51.447943069080246,1,"{""type"":""Point"",""coordinates"":[-51.447943069080246,0.6068948688128185]}"
1406,-10.133186488121641,-54.80140539981121,1,"{""type"":""Point"",""coordinates"":[-54.80140539981121,-10.133186488121641]}"
1409,-14.552167576592092,-57.849797038648724,1,"{""type"":""Point"",""coordinates"":[-57.849797038648724,-14.552167576592092]}"
1417,-7.8474202759254705,-49.30102118007176,1,"{""type"":""Point"",""coordinates"":[-49.30102118007176,-7.8474202759254705]}"
1420,-11.256868076131504,-49.88491090743335,1,"{""type"":""Point"",""coordinates"":[-49.88491090743335,-11.256868076131504]}"
1423,-6.739708379584551,-49.31721558717882,1,"{""type"":""Point"",""coordinates"":[-49.31721558717882,-6.739708379584551]}"
1435,-16.046260516958576,-56.4872618962762,1,"{""type"":""Point"",""coordinates"":[-56.4872618962762,-16.046260516958576]}"
1436,-22.36022005251537,-54.94335585477699,1,"{""type"":""Point"",""coordinates"":[-54.94335585477699,-22.36022005251537]}"
1440,-11.43739302345903,-58.78547728715119,1,"{""type"":""Point"",""coordinates"":[-58.78547728715119,-11.43739302345903]}"
1442,-13.135028268736084,-49.77666531337214,1,"{""type"":""Point"",""coordinates"":[-49.77666531337214,-13.135028268736084]}"
1443,-11.859611452503993,-48.862113833942026,1,"{""type"":""Point"",""coordinates"":[-48.862113833942026,-11.859611452503993]}"
1445,-15.682276809301813,-48.88992036037578,1,"{""type"":""Point"",""coordinates"":[-48.88992036037578,-15.682276809301813]}"
1446,-12.811733806998031,-52.51518598938389,1,"{""type"":""Point"",""coordinates"":[-52.51518598938389,-12.811733806998031]}"
1449,-7.71537670320868,-49.19967424544212,1,"{""type"":""Point"",""coordinates"":[-49.19967424544212,-7.71537670320868]}"
1460,-21.261987572912965,-53.38862704054862,1,"{""type"":""Point"",""coordinates"":[-53.38862704054862,-21.261987572912965]}"
1465,-3.289813853897837,-51.600654472476755,1,"{""type"":""Point"",""coordinates"":[-51.600654472476755,-3.289813853897837]}"
1467,-9.670943008150685,-64.82391644603929,1,"{""type"":""Point"",""coordinates"":[-64.82391644603929,-9.670943008150685]}"
1471,-11.6487893158454,-52.14403388052765,1,"{""type"":""Point"",""coordinates"":[-52.14403388052765,-11.6487893158454]}"
1475,-15.393310827858073,-58.29006507371489,1,"{""type"":""Point"",""coordinates"":[-58.29006507371489,-15.393310827858073]}"
1490,-7.075990636559796,-52.270316291894005,1,"{""type"":""Point"",""coordinates"":[-52.270316291894005,-7.075990636559796]}"
1495,-15.188179471680176,-53.04724786418767,1,"{""type"":""Point"",""coordinates"":[-53.04724786418767,-15.188179471680176]}"
1502,-1.2145609919236775,-46.91602684549123,1,"{""type"":""Point"",""coordinates"":[-46.91602684549123,-1.2145609919236775]}"
1511,-28.733642062926695,-55.241720512864646,1,"{""type"":""Point"",""coordinates"":[-55.241720512864646,-28.733642062926695]}"
1530,-26.636162481128256,-51.5453305105665,1,"{""type"":""Point"",""coordinates"":[-51.5453305105665,-26.636162481128256]}"
1531,-1.601198008375387,-48.370599401223856,1,"{""type"":""Point"",""coordinates"":[-48.370599401223856,-1.601198008375387]}"
1532,-19.638944381325356,-56.375547913517494,1,"{""type"":""Point"",""coordinates"":[-56.375547913517494,-19.638944381325356]}"
1533,-7.864979813481497,-52.36396582113562,1,"{""type"":""Point"",""coordinates"":[-52.36396582113562,-7.864979813481497]}"
1534,-13.603792552793873,-54.29447562382654,1,"{""type"":""Point"",""coordinates"":[-54.29447562382654,-13.603792552793873]}"
1537,-18.338145794633693,-51.37679533015881,1,"{""type"":""Point"",""coordinates"":[-51.37679533015881,-18.338145794633693]}"
1543,-9.938498885178985,-51.656253374414256,1,"{""type"":""Point"",""coordinates"":[-51.656253374414256,-9.938498885178985]}"
1544,-18.531127050207783,-55.167247150140994,1,"{""type"":""Point"",""coordinates"":[-55.167247150140994,-18.531127050207783]}"
1546,-21.723967957106307,-53.57487895912641,1,"{""type"":""Point"",""coordinates"":[-53.57487895912641,-21.723967957106307]}"
1559,-16.418908435281338,-53.44299063122286,1,"{""type"":""Point"",""coordinates"":[-53.44299063122286,-16.418908435281338]}"
1561,-20.191144641879863,-51.81489351838238,1,"{""type"":""Point"",""coordinates"":[-51.81489351838238,-20.191144641879863]}"
1568,-3.538857878502895,-49.36125857521855,1,"{""type"":""Point"",""coordinates"":[-49.36125857521855,-3.538857878502895]}"
1598,-19.225506528201112,-52.90362445961541,1,"{""type"":""Point"",""coordinates"":[-52.90362445961541,-19.225506528201112]}"
1605,-18.881101756632912,-54.152170840599716,1,"{""type"":""Point"",""coordinates"":[-54.152170840599716,-18.881101756632912]}"
1606,-5.312390392154893,-36.891973660068096,1,"{""type"":""Point"",""coordinates"":[-36.891973660068096,-5.312390392154893]}"
1610,-17.53179507666746,-50.86046843033483,1,"{""type"":""Point"",""coordinates"":[-50.86046843033483,-17.53179507666746]}"
1615,-13.213205332028442,-53.6371058194385,1,"{""type"":""Point"",""coordinates"":[-53.6371058194385,-13.213205332028442]}"
1620,-30.781319601921766,-52.25016522151014,1,"{""type"":""Point"",""coordinates"":[-52.25016522151014,-30.781319601921766]}"
1622,-11.068057240115705,-56.74520793081196,1,"{""type"":""Point"",""coordinates"":[-56.74520793081196,-11.068057240115705]}"
1625,-1.531755843644749,-48.35314780331088,1,"{""type"":""Point"",""coordinates"":[-48.35314780331088,-1.531755843644749]}"
1635,-16.12461893828078,-53.997631593072114,1,"{""type"":""Point"",""coordinates"":[-53.997631593072114,-16.12461893828078]}"
1641,-11.097088780163485,-55.95630751675517,1,"{""type"":""Point"",""coordinates"":[-55.95630751675517,-11.097088780163485]}"
1643,-18.088877996849245,-57.36618370807288,1,"{""type"":""Point"",""coordinates"":[-57.36618370807288,-18.088877996849245]}"
1648,-14.610639073298502,-49.352164229212306,1,"{""type"":""Point"",""coordinates"":[-49.352164229212306,-14.610639073298502]}"
1651,-20.563533536120843,-41.25632226327376,1,"{""type"":""Point"",""coordinates"":[-41.25632226327376,-20.563533536120843]}"
1656,-11.71469820171097,-55.40843645545741,1,"{""type"":""Point"",""coordinates"":[-55.40843645545741,-11.71469820171097]}"
1662,-18.940034318242496,-41.049864324040854,1,"{""type"":""Point"",""coordinates"":[-41.049864324040854,-18.940034318242496]}"
1665,-27.52634053738853,-49.66633752432293,1,"{""type"":""Point"",""coordinates"":[-49.66633752432293,-27.52634053738853]}"
1668,-13.076472435582064,-55.900450405230835,1,"{""type"":""Point"",""coordinates"":[-55.900450405230835,-13.076472435582064]}"
1671,-8.994919180677988,-50.9127366357889,1,"{""type"":""Point"",""coordinates"":[-50.9127366357889,-8.994919180677988]}"
1683,-16.295638080088494,-52.67568881541936,1,"{""type"":""Point"",""coordinates"":[-52.67568881541936,-16.295638080088494]}"
1687,-11.70396105163061,-63.22752583037524,1,"{""type"":""Point"",""coordinates"":[-63.22752583037524,-11.70396105163061]}"
1688,-2.546248232143012,-54.749423815246516,1,"{""type"":""Point"",""coordinates"":[-54.749423815246516,-2.546248232143012]}"
1689,-3.3394579454495217,-61.26083653526992,1,"{""type"":""Point"",""coordinates"":[-61.26083653526992,-3.3394579454495217]}"
1698,-9.788660337346975,-60.66538046107002,1,"{""type"":""Point"",""coordinates"":[-60.66538046107002,-9.788660337346975]}"
1702,-6.203341387472141,-53.051439138411254,1,"{""type"":""Point"",""coordinates"":[-53.051439138411254,-6.203341387472141]}"
1704,-25.514694793896357,-53.22368421526264,1,"{""type"":""Point"",""coordinates"":[-53.22368421526264,-25.514694793896357]}"
1705,-5.956588434170891,-35.74613313331745,1,"{""type"":""Point"",""coordinates"":[-35.74613313331745,-5.956588434170891]}"
1709,-29.972389255205456,-54.88449394115459,1,"{""type"":""Point"",""coordinates"":[-54.88449394115459,-29.972389255205456]}"
1711,-14.639326996206696,-48.7830121387978,1,"{""type"":""Point"",""coordinates"":[-48.7830121387978,-14.639326996206696]}"
1719,-2.4172277788761733,-48.659905644845225,1,"{""type"":""Point"",""coordinates"":[-48.659905644845225,-2.4172277788761733]}"
1728,-11.86400841132211,-49.139760419556744,1,"{""type"":""Point"",""coordinates"":[-49.139760419556744,-11.86400841132211]}"
1738,-13.441514353834105,-54.12581503593893,1,"{""type"":""Point"",""coordinates"":[-54.12581503593893,-13.441514353834105]}"
1745,-13.002762487801265,-48.560624939696446,1,"{""type"":""Point"",""coordinates"":[-48.560624939696446,-13.002762487801265]}"
1748,-19.663971616607096,-52.364258808284646,1,"{""type"":""Point"",""coordinates"":[-52.364258808284646,-19.663971616607096]}"
1752,-2.063343143592674,-56.28576621237354,1,"{""type"":""Point"",""coordinates"":[-56.28576621237354,-2.063343143592674]}"
1753,-16.108794603203684,-54.995144251189224,1,"{""type"":""Point"",""coordinates"":[-54.995144251189224,-16.108794603203684]}"
1754,0.4931373056835924,-51.16891944513475,1,"{""type"":""Point"",""coordinates"":[-51.16891944513475,0.4931373056835924]}"
1760,-18.068417355442712,-51.65541231009421,1,"{""type"":""Point"",""coordinates"":[-51.65541231009421,-18.068417355442712]}"
1761,-28.665031838414524,-55.001865095094736,1,"{""type"":""Point"",""coordinates"":[-55.001865095094736,-28.665031838414524]}"
1765,-2.643110605915209,-66.87161942768638,1,"{""type"":""Point"",""coordinates"":[-66.87161942768638,-2.643110605915209]}"
1768,-14.02325923944318,-55.418414128371495,1,"{""type"":""Point"",""coordinates"":[-55.418414128371495,-14.02325923944318]}"
1769,-25.624877270184136,-48.801644220908095,1,"{""type"":""Point"",""coordinates"":[-48.801644220908095,-25.624877270184136]}"
1776,-19.329325925660566,-57.326783030851495,1,"{""type"":""Point"",""coordinates"":[-57.326783030851495,-19.329325925660566]}"
1778,-9.78645543818048,-49.97674372033231,1,"{""type"":""Point"",""coordinates"":[-49.97674372033231,-9.78645543818048]}"
1785,-4.2675854253234,-69.54070224170437,1,"{""type"":""Point"",""coordinates"":[-69.54070224170437,-4.2675854253234]}"
1786,-26.972540027174695,-53.136053716138534,1,"{""type"":""Point"",""coordinates"":[-53.136053716138534,-26.972540027174695]}"
1792,-11.866700264592012,-52.27651910883924,1,"{""type"":""Point"",""coordinates"":[-52.27651910883924,-11.866700264592012]}"
1797,-13.612536324256425,-54.28270342050198,1,"{""type"":""Point"",""coordinates"":[-54.28270342050198,-13.612536324256425]}"
1808,-11.931293791212891,-63.299992400739015,1,"{""type"":""Point"",""coordinates"":[-63.299992400739015,-11.931293791212891]}"
1814,0.5833595302876834,-61.17151800158596,1,"{""type"":""Point"",""coordinates"":[-61.17151800158596,0.5833595302876834]}"
1825,-12.039201623042814,-52.45130648384179,1,"{""type"":""Point"",""coordinates"":[-52.45130648384179,-12.039201623042814]}"
1837,-30.064134551381848,-50.21560455105716,1,"{""type"":""Point"",""coordinates"":[-50.21560455105716,-30.064134551381848]}"
1840,-15.170543570995852,-50.562095873464706,1,"{""type"":""Point"",""coordinates"":[-50.562095873464706,-15.170543570995852]}"
1844,-13.177394164770057,-53.84196376808212,1,"{""type"":""Point"",""coordinates"":[-53.84196376808212,-13.177394164770057]}"
1850,-8.37925709183415,-71.23745505022298,1,"{""type"":""Point"",""coordinates"":[-71.23745505022298,-8.37925709183415]}"
1854,-9.412202041528555,-49.30632407422288,1,"{""type"":""Point"",""coordinates"":[-49.30632407422288,-9.412202041528555]}"
1856,-10.031145293284428,-51.05759394419453,1,"{""type"":""Point"",""coordinates"":[-51.05759394419453,-10.031145293284428]}"
1861,-3.340479960792357,-69.7292699203741,1,"{""type"":""Point"",""coordinates"":[-69.7292699203741,-3.340479960792357]}"
1863,-27.023807955760116,-49.54548119964868,1,"{""type"":""Point"",""coordinates"":[-49.54548119964868,-27.023807955760116]}"
1868,-9.349427079375758,-56.737507026312855,1,"{""type"":""Point"",""coordinates"":[-56.737507026312855,-9.349427079375758]}"
1869,-20.4940155130689,-51.766982556493176,1,"{""type"":""Point"",""coordinates"":[-51.766982556493176,-20.4940155130689]}"
1870,-10.247969350342382,-54.108871024749014,1,"{""type"":""Point"",""coordinates"":[-54.108871024749014,-10.247969350342382]}"
1875,-15.63464482424403,-57.7264915364588,1,"{""type"":""Point"",""coordinates"":[-57.7264915364588,-15.63464482424403]}"
1877,-7.5224329556182585,-48.42001665649609,1,"{""type"":""Point"",""coordinates"":[-48.42001665649609,-7.5224329556182585]}"
1880,-2.165699272447463,-54.603878804704344,1,"{""type"":""Point"",""coordinates"":[-54.603878804704344,-2.165699272447463]}"
1890,-10.684088437408313,-51.85516902853967,1,"{""type"":""Point"",""coordinates"":[-51.85516902853967,-10.684088437408313]}"
1891,-2.8282632915899866,-48.94953902853661,1,"{""type"":""Point"",""coordinates"":[-48.94953902853661,-2.8282632915899866]}"
1893,-7.096069431987114,-59.66040124747505,1,"{""type"":""Point"",""coordinates"":[-59.66040124747505,-7.096069431987114]}"
1896,-1.8759312680622522,-66.9711100903583,1,"{""type"":""Point"",""coordinates"":[-66.9711100903583,-1.8759312680622522]}"
1911,-3.9017426454866757,-49.36108474667332,1,"{""type"":""Point"",""coordinates"":[-49.36108474667332,-3.9017426454866757]}"
1919,-11.152976875096543,-52.010074855330856,1,"{""type"":""Point"",""coordinates"":[-52.010074855330856,-11.152976875096543]}"
1920,-3.284203232866515,-59.07082017673111,1,"{""type"":""Point"",""coordinates"":[-59.07082017673111,-3.284203232866515]}"
1924,-20.696083287841148,-54.577638107061965,1,"{""type"":""Point"",""coordinates"":[-54.577638107061965,-20.696083287841148]}"
1926,-14.230268041386127,-52.092636635654884,1,"{""type"":""Point"",""coordinates"":[-52.092636635654884,-14.230268041386127]}"
1929,-8.631268683605484,-50.42304690907548,1,"{""type"":""Point"",""coordinates"":[-50.42304690907548,-8.631268683605484]}"
1931,-2.6494071727409088,-48.45205964314878,1,"{""type"":""Point"",""coordinates"":[-48.45205964314878,-2.6494071727409088]}"
1936,-12.061795734700937,-64.1631426293228,1,"{""type"":""Point"",""coordinates"":[-64.1631426293228,-12.061795734700937]}"
1938,-25.22422736879135,-51.771793105640604,1,"{""type"":""Point"",""coordinates"":[-51.771793105640604,-25.22422736879135]}"
1939,2.0020390359488296,-50.7648278811065,1,"{""type"":""Point"",""coordinates"":[-50.7648278811065,2.0020390359488296]}"
1946,-2.237502509544995,-58.10417070197543,1,"{""type"":""Point"",""coordinates"":[-58.10417070197543,-2.237502509544995]}"
1954,-8.12675196001278,-49.07748491414844,1,"{""type"":""Point"",""coordinates"":[-49.07748491414844,-8.12675196001278]}"
1977,2.778270644501235,-61.675864838703745,1,"{""type"":""Point"",""coordinates"":[-61.675864838703745,2.778270644501235]}"
1981,-12.895876067209734,-60.90310606629638,1,"{""type"":""Point"",""coordinates"":[-60.90310606629638,-12.895876067209734]}"
1982,-13.521919846336617,-49.229043458262865,1,"{""type"":""Point"",""coordinates"":[-49.229043458262865,-13.521919846336617]}"
1983,-17.994721508062845,-56.82687966589809,1,"{""type"":""Point"",""coordinates"":[-56.82687966589809,-17.994721508062845]}"
1991,-29.79524034314546,-53.149781827969804,1,"{""type"":""Point"",""coordinates"":[-53.149781827969804,-29.79524034314546]}"
2006,-9.465985151619293,-56.391436739783515,1,"{""type"":""Point"",""coordinates"":[-56.391436739783515,-9.465985151619293]}"
2009,-24.746447522994387,-50.93090390626266,1,"{""type"":""Point"",""coordinates"":[-50.93090390626266,-24.746447522994387]}"
2019,-6.195105570133584,-53.4591735637864,1,"{""type"":""Point"",""coordinates"":[-53.4591735637864,-6.195105570133584]}"
2020,1.3686652547167042,-60.16363824206285,1,"{""type"":""Point"",""coordinates"":[-60.16363824206285,1.3686652547167042]}"
2021,-4.781541527716009,-47.0251801786786,1,"{""type"":""Point"",""coordinates"":[-47.0251801786786,-4.781541527716009]}"
2024,0.8313192661081255,-59.7887668269419,1,"{""type"":""Point"",""coordinates"":[-59.7887668269419,0.8313192661081255]}"
2026,-9.97786869303177,-57.497362936906256,1,"{""type"":""Point"",""coordinates"":[-57.497362936906256,-9.97786869303177]}"
2027,-12.20297830128795,-37.945435021450244,1,"{""type"":""Point"",""coordinates"":[-37.945435021450244,-12.20297830128795]}"
2035,-20.26190914566828,-40.229188150526696,1,"{""type"":""Point"",""coordinates"":[-40.229188150526696,-20.26190914566828]}"
2044,-2.545905642159767,-54.79969256338686,1,"{""type"":""Point"",""coordinates"":[-54.79969256338686,-2.545905642159767]}"
2049,-20.385069088021933,-53.13590326791986,1,"{""type"":""Point"",""coordinates"":[-53.13590326791986,-20.385069088021933]}"
2051,-14.725210805193228,-51.92728217388206,1,"{""type"":""Point"",""coordinates"":[-51.92728217388206,-14.725210805193228]}"
2053,-4.048391059803867,-49.511346920436,1,"{""type"":""Point"",""coordinates"":[-49.511346920436,-4.048391059803867]}"
2055,-1.6136721672141554,-55.91550781219448,1,"{""type"":""Point"",""coordinates"":[-55.91550781219448,-1.6136721672141554]}"
2056,-21.091134107112918,-55.38681429668097,1,"{""type"":""Point"",""coordinates"":[-55.38681429668097,-21.091134107112918]}"
